alpha,beta,tau,sharpness,val_corrected_kge,val_corrected_nse,val_negative_kge_stations,val_negative_nse_stations
0.8,1.0,-0.2,0.2,0.7074995832882682,0.7281582555590156,0,0
0.8,0.8,-0.4,0.05,0.7074864517589272,0.7268043779099589,0,0
0.8,1.0,0.0,0.05,0.7074667418185492,0.7309722980441922,0,0
1.2,0.4,0.4,0.1,0.70745570227872,0.7340285968480447,0,1
1.2,0.4,0.4,0.05,0.7074448368612315,0.7340586798734073,0,1
0.8,0.6,-0.4,0.35,0.7071937898805598,0.7305955405744773,0,0
0.8,1.0,-0.4,0.2,0.7070964011362091,0.7257136007062885,0,0
1.2,0.4,0.4,0.2,0.707026591475826,0.7339327132454216,0,1
0.8,1.0,-0.2,0.1,0.7069386471246415,0.7273951413858968,0,0
1.2,0.6,0.0,0.05,0.7067802708426096,0.728508735986287,0,0
0.8,0.6,-0.4,0.2,0.7067724577109249,0.7302145849761035,0,0
0.8,1.0,-0.2,0.05,0.7067711272822229,0.7271118176838876,0,0
1.2,0.6,0.0,0.1,0.7067060450810555,0.72848934659223,0,0
